gpsidx,accidx,date,time,speed,kspeed,accSpeed,d_sec,accdist,sentime,azimuth,pitch,roll,light,gps_lat,gps_lon,alti,accuracy,acc_x,acc_y,acc_z,kacc_x,kacc_y,kacc_z,mag_x,mag_y,mag_z,gyro_x,gyro_y,gyro_z,user_name
0,2,2017-03-04,12:35:40,0.000000,0.000000,-0.394054,0,0.000000,12:35:39,283.2415008544922,-23.82826995849609,0.4509639739990234,0.2719298303127289,34.06356342420106,-118.3123853331047,63.10288238525391,5,-0.5113042706794276,0.006022604167728193,-0.04828831975865175,-0.511253145876088,0.00602200197355278,-0.04828349145778898,-4.997943878173828,-23.82826995849609,0.4509639739990234,-0.004680505615814261,0.002413889212047821,0.008229434084453854,wonhee
0,3,2017-03-04,12:35:40,0.000000,0.000000,0.117619,0,0.000000,12:35:39,283.263427734375,-23.54934692382812,-0.07426834106445312,0.2719298303127289,34.06356342420106,-118.3123853331047,63.10288238525391,5,-0.4842658536541401,-0.02982372509861162,0.01209352098591158,-0.4971175571069687,-0.012753518477147369,-0.016658806328465177,-5.499958038330078,-23.54934692382812,-0.07426834106445312,-0.001181644575668158,-0.008564193433476815,-0.005865612300899522,wonhee
0,4,2017-03-04,12:35:40,0.000000,0.000000,-0.341181,0,0.000000,12:35:40,283.2469329833984,-23.38200378417969,0.1008052825927734,0.2719298303127289,34.06356342420106,-118.3123853331047,63.10288238525391,5,-0.4202703508518989,-0.02262458979406204,-0.05260474994200792,-0.4675962706789671,-0.016545546032848447,-0.03046764270721359,-4.440120697021484,-23.38200378417969,0.1008052825927734,-0.00235503335195707,-0.01223908942167715,-0.007036604232207363,wonhee
0,5,2017-03-04,12:35:40,0.000000,0.000000,-0.042942,0,0.000000,12:35:40,283.3057250976562,-23.66090393066406,0.2758846282958984,0.2719298303127289,34.06356342420106,-118.3123853331047,63.10288238525391,5,-0.4776877755418847,-0.03698650199784417,-0.002135400345161617,-0.47088828315470843,-0.02321371722901138,-0.02122520596575849,-4.495906829833984,-23.66090393066406,0.2758846282958984,-0.00464854768273331,-0.02326271212184215,0.001159007706402485,wonhee
0,6,2017-03-04,12:35:40,0.000000,0.000000,-0.232816,0,0.000000,12:35:40,283.3040161132812,-23.54933166503906,0.04244613647460938,0.2719298303127289,34.06356342420106,-118.3123853331047,63.10288238525391,5,-0.4913944785748037,0.0154213356847785,-0.03467634525576079,-0.4770164373861446,-0.011667862030373023,-0.025244998739062788,-4.049655914306641,-23.54933166503906,0.04244613647460938,-0.008230499348889886,-0.01227450946417521,-0.004662129804292714,wonhee
0,7,2017-03-04,12:35:40,0.000000,0.000000,0.445903,0,0.000000,12:35:40,283.2598419189453,-22.87995910644531,1.092916488647461,0.2719298303127289,34.06356342420106,-118.3123853331047,63.10288238525391,5,-0.4984767808061141,-0.04258098434286315,0.02322988992940346,-0.48313529680510137,-0.020481935781640752,-0.011423643539503302,-5.611537933349609,-22.87995910644531,1.092916488647461,0.007120760122653867,-0.03052914715612335,-0.003601392742114154,wonhee
1,8,2017-03-04,12:35:41,0.000000,0.000000,-0.921840,1,0.000000,12:35:41,283.1448669433594,-23.21464538574219,0.5093231201171875,0.2719298303127289,34.06356342420106,-118.3123853331047,63.10288238525391,5,-0.4906470203213723,0.02062116471717058,-0.08347403960833812,-0.4852238788556251,-0.00905350690819518,-0.031456750939760705,-4.942157745361328,-23.21464538574219,0.5093231201171875,-0.00585176386323111,-0.006151103169756016,0.004707669858933069,wonhee
1,9,2017-03-04,12:35:41,0.000000,0.000000,-0.858423,1,0.000000,12:35:41,283.1428833007812,-24.27449798583984,0.2175226211547852,0.2719298303127289,34.06356342420106,-118.3123853331047,63.10288238525391,5,-0.4477334776092023,-0.02855660683920353,-0.01779023446968318,-0.4749390158807967,-0.014403855362893203,-0.027707571294707023,-4.440139770507812,-24.27449798583984,0.2175226211547852,-0.007023288426756967,-0.008603608217609988,0.004709800387805133,wonhee
1,10,2017-03-04,12:35:41,0.000000,0.000000,-1.278401,1,0.000000,12:35:41,283.1341400146484,-23.82823944091797,-0.13262939453125,0.2719298303127289,34.06356342420106,-118.3123853331047,63.10288238525391,5,-0.5345444477884367,0.008836932483408173,-0.05001662100853514,-0.4911740115049654,-0.008073658987979017,-0.033783986025575516,-4.997959136962891,-23.82823944091797,-0.13262939453125,-0.001157143493639429,-0.01467987656073478,-0.003532150553772094,wonhee
1,11,2017-03-04,12:35:41,0.000000,0.000000,0.166066,1,0.000000,12:35:41,283.1166229248047,-24.10714721679688,-0.7745857238769531,0.2719298303127289,34.06356342420106,-118.3123853331047,63.10288238525391,5,-0.4351010980646257,-0.0507861860124111,0.07427979045065038,-0.47595941789149393,-0.019663100324437886,-0.004462405559239806,-4.942173004150391,-24.10714721679688,-0.7745857238769531,-0.007031011593918197,-0.01349263934677745,1.597896654047543e-05,wonhee
