gpsidx,accidx,date,time,speed,kspeed,accSpeed,d_sec,accdist,sentime,azimuth,pitch,roll,light,gps_lat,gps_lon,alti,accuracy,acc_x,acc_y,acc_z,kacc_x,kacc_y,kacc_z,mag_x,mag_y,mag_z,gyro_x,gyro_y,gyro_z,user_name
0,2,2017-02-24,08:12:56,0.000000,0.000000,-0.585775,0,0.000000,08:12:56,89.15869140625,144.7961120605469,-31.10817337036133,0.4773887395858765,34.03275252323042,-118.2817208022981,62.79131317138672,5,-0.4331149090157966,-0.05805810260690712,-0.02809083286219092,-0.433071602288635,-0.05805229743521532,-0.028088024087869874,20.34910202026367,144.7961120605469,-31.10817337036133,0.04663195068728746,0.01401541786876001,-0.01274295949992015,Ying
0,3,2017-02-24,08:12:56,0.000000,0.000000,0.197169,0,0.000000,08:12:56,89.25701904296875,144.8464202880859,-31.71523666381836,0.4773887395858765,34.03275252323042,-118.2817208022981,62.79131317138672,5,-0.5096884642100017,0.04494638414309141,0.06315711578690933,-0.4732025070120088,-0.004102942509998493,0.019704980258142102,19.8950309753418,144.8464202880859,-31.71523666381836,0.04414988455133361,-0.00801318540393942,0.002699113764795308,Ying
0,4,2017-02-24,08:12:56,0.000000,0.000000,-0.828104,0,0.000000,08:12:56,89.3739013671875,145.1648254394531,-31.79727172851562,0.4773887395858765,34.03275252323042,-118.2817208022981,62.79131317138672,5,-0.4468696766445922,-0.04856789563112602,-0.0573907206144684,-0.4630866021454581,-0.021184404297164894,-0.009911766774580597,21.22360801696777,145.1648254394531,-31.79727172851562,0.02063896581589608,-0.05173243680700722,0.02105548421038447,Ying
0,5,2017-02-24,08:12:56,0.000000,0.000000,0.165613,0,0.000000,08:12:56,89.48626708984375,144.9302062988281,-31.89571571350098,0.4773887395858765,34.03275252323042,-118.2817208022981,62.79131317138672,5,-0.4789345395550233,0.01727525401723217,0.07720859435380281,-0.46825645623320344,-0.008638240300456512,0.018508307299764225,20.55091094970703,144.9302062988281,-31.89571571350098,0.02323394998206929,-0.02472638545694969,-0.01449345528442923,Ying
1,6,2017-02-24,08:12:57,0.000000,0.000000,-0.750864,1,0.000000,08:12:57,89.57015991210938,145.365966796875,-31.99416160583496,0.4773887395858765,34.03275252323042,-118.2817208022981,62.96581268310547,5,-0.4568464876426666,-0.04878137119363395,-0.03909680474264128,-0.46484665515278795,-0.020634775611197136,0.0012933630410607334,19.40732383728027,145.365966796875,-31.99416160583496,0.04429635841128797,-0.0005691175249499332,-0.02245843747263821,Ying
1,7,2017-02-24,08:12:57,0.000000,0.000000,-0.443912,1,0.000000,08:12:57,89.66140747070312,144.8799743652344,-32.17464447021484,0.4773887395858765,34.03275252323042,-118.2817208022981,62.96581268310547,5,-0.5066085468637875,0.02526767499223931,0.03142430688556466,-0.4767539736634284,-0.007546884297832674,0.009884418921995175,20.73589897155762,144.8799743652344,-32.17464447021484,0.006943659910163598,-0.01474831980074981,-0.004702343536752911,Ying
1,8,2017-02-24,08:12:57,0.000000,0.000000,-0.549086,1,0.000000,08:12:57,89.73583984375,144.6453552246094,-31.81368446350098,0.4773887395858765,34.03275252323042,-118.2817208022981,62.96581268310547,5,-0.4424043586038412,-0.04559246999301537,0.003949263939710561,-0.46720330406004706,-0.018125192619817966,0.008234190697244164,20.66863441467285,144.6453552246094,-31.81368446350098,0.02093644090965793,-0.005183310429621221,-0.004880509013679212,Ying
1,9,2017-02-24,08:12:57,0.000000,0.000000,-0.683180,1,0.000000,08:12:57,89.80447387695312,144.61181640625,-31.97774887084961,0.4773887395858765,34.03275252323042,-118.2817208022981,62.96581268310547,5,-0.5051319756940429,0.02205434115777634,0.002021223977697995,-0.47760839916716147,-0.0071026112241472875,0.006529767451472719,19.86139488220215,144.61181640625,-31.97774887084961,0.01162842658372199,-0.01235227376800552,-0.009747968538017036,Ying
2,10,2017-02-24,08:12:58,0.000000,0.000000,-0.551263,1,0.000000,08:12:58,89.87332153320312,144.9637756347656,-31.63320350646973,0.4773887395858765,34.03275252323042,-118.2817208022981,62.96581268310547,5,-0.4233810998050489,-0.0454745173935612,0.01975530027554055,-0.46283826933707223,-0.01755413734875874,0.010132064434384436,20.88726234436035,144.9637756347656,-31.63320350646973,0.02329520268714111,-0.01492781685822115,-0.01969008151950085,Ying
2,11,2017-02-24,08:12:58,0.000000,0.000000,-0.732089,1,0.000000,08:12:58,89.93978881835938,145.0475769042969,-32.20745468139648,0.4773887395858765,34.03275252323042,-118.2817208022981,62.96581268310547,5,-0.501818338300456,0.01714166526358008,-0.001094284408142746,-0.47341496086093937,-0.008139921028402698,0.007085953131752568,20.50045776367188,145.0475769042969,-32.20745468139648,0.03477342698538263,-0.02985776424531437,0.0006250439078415972,Ying
