gpsidx,accidx,date,time,speed,kspeed,accSpeed,d_sec,accdist,sentime,azimuth,pitch,roll,light,gps_lat,gps_lon,alti,accuracy,acc_x,acc_y,acc_z,kacc_x,kacc_y,kacc_z,mag_x,mag_y,mag_z,gyro_x,gyro_y,gyro_z,user_name
0,2,2017-03-03,08:15:54,0.000000,0.000000,3.124276,0,0.000000,08:15:53,34.48553466796875,9.666023254394531,-23.68950843811035,0.2719298303127289,33.94605312147061,-118.1040868474385,49.67577362060547,30,-0.6629929972357174,0.01637415968330292,0.1977321811683746,-0.6629267052281146,0.016372522447430534,0.1977124101250725,-6.736507415771484,9.666023254394531,-23.68950843811035,-0.02104349998547912,-0.05270901797873927,0.004714860393876284,wonhee
0,3,2017-03-03,08:15:54,0.000000,0.000000,0.569308,0,0.000000,08:15:53,35.78546142578125,10.11227416992188,-23.10590744018555,0.2719298303127289,33.94605312147061,-118.1040868474385,49.67577362060547,30,-0.3377209753394168,-0.005192371156378876,-0.1808840729148184,-0.4925882205345906,0.0050771147671686695,-0.0005914489532534706,-6.401828765869141,10.11227416992188,-23.10590744018555,-0.009366870186026697,-0.02328881110052492,-0.001158475074184469,wonhee
0,4,2017-03-03,08:15:54,0.000000,0.000000,2.516948,0,0.000000,08:15:53,34.71722412109375,9.944938659667969,-23.28098678588867,0.2719298303127289,33.94605312147061,-118.1040868474385,49.67577362060547,30,-0.6082734122335873,-0.01945558910379026,0.1192898062483366,-0.5370293374736862,-0.004347261382877027,0.04546160937664538,-5.788234710693359,9.944938659667969,-23.28098678588867,-0.01408412742488405,-0.02576022459211846,-0.004652276108259421,wonhee
0,5,2017-03-03,08:15:54,0.000000,0.000000,1.163294,0,0.000000,08:15:54,34.73028564453125,9.777610778808594,-22.98919296264648,0.2719298303127289,33.94605312147061,-118.1040868474385,49.67577362060547,30,-0.3421306501811776,0.02634029142387999,-0.1007964945688154,-0.47345022625210664,0.005663515806661766,-0.0022501550635619025,-6.290256500244141,9.777610778808594,-22.98919296264648,-0.004729241463762711,0.01464498915045474,0.003562776906308005,wonhee
0,6,2017-03-03,08:15:54,0.000000,0.000000,2.172711,0,0.000000,08:15:54,34.73989868164062,10.27964782714844,-23.28099060058594,0.2719298303127289,33.94605312147061,-118.1040868474385,49.67577362060547,30,-0.6149751760674089,-0.05023824470336699,0.05674162538537138,-0.5157441136503769,-0.01104239200296309,0.015379186780309171,-6.569156646728516,10.27964782714844,-23.28099060058594,-0.003526025283264911,-0.008579107135581259,-0.003509780000615428,wonhee
0,7,2017-03-03,08:15:54,0.000000,0.000000,1.443044,0,0.000000,08:15:54,34.75189208984375,9.275581359863281,-23.04755401611328,0.2719298303127289,33.94605312147061,-118.1040868474385,49.67577362060547,30,-0.3333524806994881,0.05044665900256155,-0.05919734565933425,-0.4637398777730534,0.0064896134987645765,-0.005884374059394255,-5.341976165771484,9.275581359863281,-23.04755401611328,0.001235973061905774,-0.02078330914697837,0.002303368026809533,wonhee
0,8,2017-03-03,08:15:54,0.000000,0.000000,2.096661,0,0.000000,08:15:54,34.68072509765625,9.387138366699219,-23.16427040100098,0.2719298303127289,33.94605312147061,-118.1040868474385,49.67577362060547,30,-0.6121089270384295,-0.03195747405933665,0.03302156861293207,-0.5049928515383568,-0.004200329600822301,0.004933150487151589,-6.122913360595703,9.387138366699219,-23.16427040100098,-0.003519101064430705,-0.01958275612757066,-0.008213721434022386,wonhee
0,9,2017-03-03,08:15:54,0.000000,0.000000,1.312718,0,0.000000,08:15:54,34.63510131835938,8.996688842773438,-23.57278442382812,0.2719298303127289,33.94605312147061,-118.1040868474385,49.67577362060547,30,-0.3774054934974447,0.003218513762777986,-0.06281572522820136,-0.4699913991360205,-0.0021650943168674565,-0.01365261760989093,-5.732433319091797,8.996688842773438,-23.57278442382812,-5.326322180158476e-06,-0.00611222101784086,-0.004696218266245729,wonhee
1,10,2017-03-03,08:15:55,0.000000,0.000000,0.418194,1,0.000000,08:15:55,34.59906005859375,9.777618408203125,-23.10591125488281,0.2719298303127289,33.94605312147061,-118.1040868474385,49.67577362060547,30,-0.5674075045827686,-0.01664330545290644,0.01732669420928748,-0.49652505546623826,-0.00610858884272888,-0.005214645167992483,-6.959629058837891,9.777618408203125,-23.10591125488281,-0.015225025635874,-0.03066150626230028,0.001204015128824824,wonhee
1,11,2017-03-03,08:15:55,0.000000,0.000000,0.532914,1,0.000000,08:15:55,34.53329467773438,7.881072998046875,-23.22262954711914,0.2719298303127289,33.94605312147061,-118.1040868474385,49.67577362060547,30,-0.4081335998794146,0.008661836235740794,-0.002904815803983732,-0.47254128160566267,-0.0021008424768075287,-0.004587905572461248,-6.290256500244141,7.881072998046875,-23.22262954711914,-0.015225025635874,-0.03066150626230028,0.001204015128824824,wonhee
1,12,2017-03-03,08:15:55,0.000000,0.000000,0.934562,1,0.000000,08:15:55,34.36538696289062,8.606224060058594,-22.46395874023438,0.2719298303127289,33.94605312147061,-118.1040868474385,49.67577362060547,30,-0.5530319329600895,-0.02540124343247922,0.01622364818842911,-0.4943368661910502,-0.008410219421299811,0.001047531248039509,-6.234477996826172,8.606224060058594,-22.46395874023438,-0.01056742320543442,-0.01962563302112093,-0.004661330855965691,wonhee
