gpsidx,accidx,date,time,speed,kspeed,accSpeed,d_sec,accdist,sentime,azimuth,pitch,roll,light,gps_lat,gps_lon,alti,accuracy,acc_x,acc_y,acc_z,kacc_x,kacc_y,kacc_z,mag_x,mag_y,mag_z,gyro_x,gyro_y,gyro_z,user_name
0,2,2017-02-10,09:52:01,0.000000,0.000000,-0.322648,0,0.000000,09:52:00,227.76220703125,-20.50596618652344,12.59014892578125,0.626461923122406,34.0231058774932,-118.2918348446401,54.41496733560875,5,-0.4975525046678441,0.1452794158248469,-0.0464931329748563,-0.4975027548898529,0.14526488948116223,-0.04648848417292702,0.633270263671875,-20.50596618652344,12.59014892578125,0.0583698331918117,-0.1183455525209412,-0.05996639826531421,seonkim
0,3,2017-02-10,09:52:01,0.000000,0.000000,-0.521802,0,0.000000,09:52:00,228.9614105224609,-19.90785217285156,11.312255859375,0.626461923122406,34.0231058774932,-118.2918348446401,54.41496733560875,5,-0.5396127189434716,-0.1051121309806434,-0.03826024526403558,-0.519559400293509,0.01412069874952887,-0.04217864083801236,0.5625762939453125,-19.90785217285156,11.312255859375,-0.01489346208015913,0.1151742602948748,-0.09318507180630857,seonkim
0,4,2017-02-10,09:52:01,0.000000,0.000000,-0.558541,0,0.000000,09:52:00,230.1470947265625,-18.576416015625,5.9793701171875,0.626461923122406,34.0231058774932,-118.2918348446401,54.41496733560875,5,-0.4058478815641567,0.05175423819507909,-0.02743253951627423,-0.47587648092452006,0.028577834557225068,-0.036513843091553685,2.6519775390625,-18.576416015625,5.9793701171875,-0.1206465237027697,0.05663771321882417,-0.001632251432109565,seonkim
0,5,2017-02-10,09:52:01,0.000000,0.000000,0.150292,0,0.000000,09:52:01,231.1429595947266,-19.102294921875,5.45849609375,0.626461923122406,34.0231058774932,-118.2918348446401,54.41496733560875,5,-0.5399828782719465,-0.1163282650591649,0.02227229337714681,-0.4967890269431071,-0.018692884154023343,-0.01733685241628543,2.87567138671875,-19.102294921875,5.45849609375,-0.2160135233901802,0.02478177920762334,-0.002613626293803764,seonkim
0,6,2017-02-10,09:52:01,0.000000,0.000000,0.105919,0,0.000000,09:52:01,231.7852478027344,-18.87724304199219,5.533447265625,0.626461923122406,34.0231058774932,-118.2918348446401,54.41496733560875,5,-0.4016008587739981,0.06127197663918595,-0.02794148737927588,-0.46834261045296954,0.005204137697035937,-0.02050598434397598,2.95147705078125,-18.87724304199219,5.533447265625,-0.2153637120842008,0.02796612092303109,0.02094389776071015,seonkim
0,7,2017-02-10,09:52:01,0.000000,0.000000,0.385535,0,0.000000,09:52:01,232.4057464599609,-20.15202331542969,5.224365234375,0.626461923122406,34.0231058774932,-118.2918348446401,54.41496733560875,5,-0.5641848374549642,-0.03718213249089235,-0.006342224346932962,-0.4956695316465627,-0.006881206115892758,-0.016467556133870777,1.596832275390625,-20.15202331542969,5.224365234375,-0.1760677049356456,0.04072745623447278,-0.01776142025806546,seonkim
0,8,2017-02-10,09:52:01,0.000000,0.000000,-0.347830,0,0.000000,09:52:01,232.9137115478516,-19.47662353515625,5.4462890625,0.626461923122406,34.0231058774932,-118.2918348446401,54.41496733560875,5,-0.3965457800795947,0.03957506426133437,-0.07387421244322909,-0.46810886759191445,0.006035634105127811,-0.032429074377800085,1.524200439453125,-19.47662353515625,5.4462890625,-0.04566921795322382,0.00859162399270463,-0.01677764855139019,seonkim
0,9,2017-02-10,09:52:01,0.000000,0.000000,-0.293108,0,0.000000,09:52:01,233.6655426025391,-20.15301513671875,4.78106689453125,0.626461923122406,34.0231058774932,-118.2918348446401,54.41496733560875,5,-0.5836483487096147,-0.01523791916332594,-0.02133516925031256,-0.4998051869689099,0.00019959146275578578,-0.029385647519229376,2.272491455078125,-20.15301513671875,4.78106689453125,-0.0165190556095435,-0.0170133383078622,-0.0368091473226392,seonkim
1,10,2017-02-10,09:52:02,8.194253,4.292042,7.807077,1,3.663160,09:52:02,234.3033142089844,-19.85406494140625,4.18310546875,0.626461923122406,34.02310622755797,-118.2918677881389,54.31955607288418,5,-0.3767489568644717,-0.02273301630769415,-0.05079499074112494,-0.4662878162640399,-0.00604666453922969,-0.03521700520593125,2.5745849609375,-19.85406494140625,4.18310546875,-0.0580404001649689,0.039524772686193,-0.03486583867520838,seonkim
1,11,2017-02-10,09:52:02,8.194253,4.292042,8.973851,1,3.663160,09:52:02,234.6532440185547,-20.52937316894531,4.03692626953125,0.626461923122406,34.02310622755797,-118.2918677881389,54.31955607288418,5,-0.588309361673538,-0.02945941374104401,0.05280167330763744,-0.49939664032164044,-0.012399383572791932,-0.011334379142572022,2.722091674804688,-20.52937316894531,4.03692626953125,-0.04954917734536026,0.06082580034908278,-0.02594957534562309,seonkim
